Date,Open,High,Low,Close,Volume,Value,DMI_plusDI,DMI_minusDI,DMI_ADX,ULT_RSI,ULT_RSI_signal,AMACD,AMACD_signal,AMACD_hist,BBWP,BBWP_MA,BBWP_BBW,net_run,td_setup,pct_up_20d,consec_hh,consec_hl,consec_lh,consec_ll,ma20_streak,bull_bar_streak,up_down_vol_ratio_20d,volume_ratio_20_60,net_fgn_pct_5d,net_fgn_pct_20d,fgn_share_20d,pct_ursi_oversold,pct_bb20_below,pct_below_ema200,pct_ursi_overbought,pct_ursi_above_50,pct_ursi_below_50
2016-05-27,771.76,778.29,771.76,777.84,22103280.0,374139000000.0,0.0,0.0,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,,,,,,,
2016-05-30,779.97,783.1,778.77,783.1,29139750.0,466487000000.0,0.0,0.0,,,,,,,,,,1,0,,1,1,0,0,0,2,,,,,,,,,,,
2016-05-31,784.97,789.81,784.44,789.32,28889370.0,473062000000.0,0.0,0.0,,,,,,,,,,2,0,,2,2,0,0,0,3,,,,,,,,,,,
2016-06-01,789.4,790.5,785.8,789.95,27969920.0,432383000000.0,0.0,0.0,,,,,,,,,,3,0,,3,3,0,0,0,4,,,,,,0.006172839506172839,0.024691358024691357,0.29878048780487804,0.043209876543209874,0.6111111111111112,0.3888888888888889
2016-06-02,790.22,793.15,788.3,793.15,28480300.0,406331000000.0,0.0,0.0,,,,,,,,,,4,1,,4,4,0,0,0,5,,,0.0425210295288705,,,0.006097560975609756,0.012195121951219513,0.27710843373493976,0.036585365853658534,0.6707317073170732,0.32926829268292684
2016-06-03,794.08,798.74,793.58,797.44,27915420.0,464638000000.0,0.0,0.0,,,,,,,,,,5,2,,5,5,0,0,0,6,,,0.0330323812776399,,,0.012422360248447204,0.024844720496894408,0.29012345679012347,0.031055900621118012,0.6894409937888198,0.3105590062111801
2016-06-06,799.27,803.55,796.28,798.25,27058810.0,470896000000.0,0.0,0.0,,,,,,,,,0.0173630310199294,6,3,,6,6,0,0,0,-1,,,0.0416052698559611,,,0.0125,0.01875,0.2777777777777778,0.03125,0.68125,0.31875
2016-06-07,798.55,808.53,798.55,808.1,28475040.0,477865000000.0,0.0,0.0,,,,,,,100.0,,0.0187076633586013,7,4,,7,7,0,0,0,1,,,0.0426394155177826,,,0.012422360248447204,0.012422360248447204,0.2716049382716049,0.024844720496894408,0.7267080745341615,0.2732919254658385
2016-06-08,808.22,814.87,808.22,812.05,34382595.0,679189000000.0,0.0,0.0,,,,,,,100.0,,0.0203687568540349,8,5,,8,8,0,0,0,2,,,0.0531825381294871,,,0.012345679012345678,0.024691358024691357,0.2822085889570552,0.024691358024691357,0.691358024691358,0.30864197530864196
2016-06-09,811.56,813.4,809.77,813.4,27785340.0,484374000000.0,0.0,0.0,,,,,,,100.0,,0.0216268831350342,9,6,,0,9,1,0,0,3,,,0.0579646836080625,,,0.012195121951219513,0.006097560975609756,0.23030303030303031,0.024390243902439025,0.725609756097561,0.27439024390243905
2016-06-10,813.42,817.89,812.8,816.71,27463110.0,445254000000.0,0.0,0.0,,,,,,,75.0,,0.0211440046217402,10,7,,1,10,0,0,0,4,,,0.0694496824730272,,,0.012578616352201259,0.00625,0.2236024844720497,0.025157232704402517,0.710691823899371,0.2893081761006289
2016-06-13,815.33,816.01,807.82,809.49,29723250.0,545629000000.0,0.0,0.0,,,,,,,0.0,75.0,0.0170017356499985,-1,8,,0,0,1,1,0,-1,,,0.0413325021245589,,,0.006211180124223602,0.018633540372670808,0.25308641975308643,0.0,0.6335403726708074,0.36645962732919257
2016-06-14,807.55,813.69,806.36,813.69,24843156.0,446329000000.0,0.0,0.0,,,,,,,0.0,55.0,0.0137094582411115,1,9,,0,0,2,2,0,1,,,0.0333397248896963,,,0.00625,0.00625,0.2670807453416149,0.025,0.69375,0.30625
2016-06-15,814.68,821.27,813.2,821.27,25664965.0,494502000000.0,53.47916895679897,7.079256897878364,5.472862588491571,,,,,,0.0,35.0,0.0100961940405895,2,9,,1,1,0,0,0,2,,,0.0080273276470062,,,0.006172839506172839,0.018518518518518517,0.2654320987654321,0.018518518518518517,0.7407407407407407,0.25925925925925924
2016-06-16,0.0,0.0,0.0,824.02,30828140.0,616430000000.0,4.987622620439906,90.44295956196932,11.47816661431135,92.6915679724668,,,,,12.5,17.5,0.011808606861014,3,9,,0,0,1,1,0,3,,,0.0007411716135351,,,0.006134969325153374,0.024390243902439025,0.2787878787878788,0.018404907975460124,0.6871165644171779,0.3128834355828221
2016-06-17,822.63,825.48,817.4,819.25,28184400.0,575797000000.0,102.15538481181886,89.58233478290259,11.126684804808033,88.1099885274416,,,,,11.11111111111111,4.722222222222222,0.0114388351470335,-1,9,,1,1,0,0,0,-1,,,0.0319463834333761,,,0.006211180124223602,0.030864197530864196,0.27607361963190186,0.024844720496894408,0.6273291925465838,0.37267080745341613
2016-06-20,0.0,0.0,0.0,834.16,30659170.0,618410000000.0,50.09994603426662,94.77580714416092,12.534590350897869,92.03806806332425,,,,,60.0,16.72222222222222,0.0179667662043657,1,9,,0,0,1,1,0,1,,,0.0521054233594575,,,0.006289308176100629,0.018867924528301886,0.2625,0.018867924528301886,0.6792452830188679,0.32075471698113206
2016-06-21,0.0,0.0,0.0,836.03,31688651.0,663197000000.0,32.1409739842611,60.802196267324064,13.841931215124143,94.080690131471,,,,,100.0,36.72222222222222,0.0221372360833766,2,9,,0,0,0,0,0,2,,,0.0485257794265878,,,0.006289308176100629,0.01875,0.25625,0.031446540880503145,0.660377358490566,0.33962264150943394
2016-06-22,0.0,0.0,0.0,841.0,33275250.0,763482000000.0,23.174647652688744,43.84028547780973,15.05589058904854,95.3779383212682,,,,,100.0,56.722222222222214,0.0225316654084621,3,9,,0,0,0,0,0,3,,,0.0559573498540148,,,0.006134969325153374,0.012269938650306749,0.2621951219512195,0.03680981595092025,0.6441717791411042,0.3558282208588957
2016-06-23,0.0,0.0,0.0,854.06,34193705.0,663951000000.0,17.796345914082636,33.66596536990785,16.183138579121195,96.45107996209089,,1.1307359307359262,,,100.0,74.22222222222221,0.0276076264252262,4,9,0.85,0,0,0,0,1,4,,,0.0412555186147744,0.0358160429336477,0.2193623158493687,0.006172839506172839,0.012345679012345678,0.2392638036809816,0.05555555555555555,0.6851851851851852,0.3148148148148148
2016-06-24,0.0,0.0,0.0,849.08,60366460.0,1157899000000.0,14.193811574726388,26.85092609734024,17.22986885561723,94.34610331695691,,1.5170255429995694,,,100.0,92.0,0.0277734743764247,-1,9,0.85,0,0,0,0,2,5,,,0.0088255643546484,0.0327349008316069,0.2144009947025873,0.012345679012345678,0.1165644171779141,0.3048780487804878,0.06790123456790123,0.6604938271604939,0.3395061728395062
2016-06-27,0.0,0.0,0.0,844.04,31517840.0,634280000000.0,11.665524075712304,22.06807686537381,18.201832683792123,92.15410237140316,,1.3346436593051232,,,86.66666666666667,97.33333333333334,0.0250962003961386,-2,9,0.8,0,0,0,0,3,6,,,0.0011730139185316,0.0304172342850353,0.2349291556169769,0.006211180124223602,0.13580246913580246,0.30864197530864196,0.06832298136645963,0.7142857142857143,0.2857142857142857
2016-06-28,0.0,0.0,0.0,846.2,23186400.0,501751000000.0,9.797285675796712,18.533865427928134,19.104370524240235,92.2373429456372,,1.355186894792907,,,25.0,82.33333333333333,0.0155096418300579,1,9,0.8,0,0,0,0,4,7,,,0.0039083206878769,0.0295707541992102,0.2423019486879327,0.0,0.08024691358024691,0.3333333333333333,0.07453416149068323,0.7453416149068323,0.2546583850931677
2016-06-29,846.2,861.64,845.26,861.64,27659194.0,593899000000.0,27.312471159805806,18.472038393670907,19.11897159771704,93.91571192435264,,2.676165521381674,,,47.05882352941177,71.74509803921568,0.0185598564322138,2,9,0.8,1,1,0,0,5,8,,,-0.008454345708349,0.0259240057097925,0.2435939893044345,0.0,0.012345679012345678,0.30246913580246915,0.07453416149068323,0.8012422360248447,0.19875776397515527
2016-06-30,865.0,869.08,861.13,862.65,28428047.0,568420000000.0,27.427823568077876,18.43988635141591,19.152998458414313,95.08281439487696,,3.687505674921177,,,44.44444444444444,60.633986928104584,0.0184801872595514,3,9,0.8,2,2,0,0,6,-1,,,0.0054911946448302,0.0257671533546735,0.245345491881473,0.006211180124223602,0.006172839506172839,0.2716049382716049,0.08695652173913043,0.8136645962732919,0.18633540372670807
2016-07-01,862.53,869.95,862.53,865.79,30297316.0,578091000000.0,27.400399495332262,18.4076820186962,19.187162163529777,95.91072424834954,,4.6293898329775285,,,57.89473684210526,52.212934296525624,0.0188055751450705,4,9,0.8,3,3,0,0,7,1,,,0.0041145109529449,0.0258071427826116,0.2442601340023014,0.0,0.0,0.27607361963190186,0.05555555555555555,0.8148148148148148,0.18518518518518517
2016-07-04,868.74,874.07,866.27,874.07,35119668.0,1075635000000.0,27.447225883227443,18.36912923432127,19.231943161548383,96.56590958164936,,5.942464662795851,,,85.0,51.879600963192296,0.0244036005550593,5,9,0.8,4,4,0,0,8,2,,,0.002101904999584,0.0209541194865,0.2669992988135136,0.0,0.01818181818181818,0.24848484848484848,0.06134969325153374,0.8466257668711656,0.15337423312883436
2016-07-05,878.1,880.31,871.67,875.99,33687650.0,669119000000.0,27.55235895600067,18.32599795216657,19.294696293178287,97.0862677681539,94.00345068067443,6.95457564168573,3.2475214846217204,3.707054157064009,90.47619047619048,64.97483905843039,0.0267111370133702,6,9,0.8,5,5,0,0,9,-1,,,0.0037718293888035,0.020229100495803,0.2651229648961563,0.006097560975609756,0.024242424242424242,0.22424242424242424,0.036585365853658534,0.7926829268292683,0.2073170731707317
2016-07-06,873.23,882.61,868.65,882.61,36833350.0,782404000000.0,27.440247965474864,18.339455164245752,19.336470594908253,97.5353767382144,94.47437415501312,8.131768572968435,4.224370902291064,3.907397670677371,86.36363636363636,72.83580162527531,0.0255129937490845,7,9,0.8,6,0,0,1,10,1,,,0.0101155158507747,0.0161256157671805,0.2495665982832477,0.006097560975609756,0.024242424242424242,0.24242424242424243,0.042682926829268296,0.7865853658536586,0.21341463414634146
2016-07-07,886.97,904.34,886.97,903.66,33547580.0,740023000000.0,27.931825373622814,18.215209124482612,19.45927812919528,97.91500713854418,94.93312521948393,10.64898555263342,5.5092938323595355,5.139691720273884,100.0,83.94691273638641,0.0311023734267224,8,9,0.8,7,1,0,0,11,2,,,0.0112697806553086,0.0152057972201762,0.2442410567222114,0.0,0.01818181818181818,0.23636363636363636,0.04242424242424243,0.8121212121212121,0.18787878787878787
2016-07-08,903.83,913.77,900.73,903.36,38223638.0,1271180000000.0,28.12530224260177,18.135806374382245,19.611738510575048,97.8449471638174,95.32136814539506,12.266679532256274,6.860770972338884,5.405908559917391,100.0,92.36796536796535,0.0349214962542229,-1,9,0.75,8,2,0,0,12,-1,-0.2041014699326423,,0.0086672076108533,0.0122397641390364,0.316490608883911,0.012121212121212121,0.030120481927710843,0.25903614457831325,0.01818181818181818,0.7393939393939394,0.2606060606060606
2016-07-11,904.74,908.13,886.36,891.14,37416150.0,745622000000.0,27.906589709236204,18.508079970837596,19.657257692369782,94.86730893049702,95.260826916742,12.142985272578684,7.917213832386844,4.22577144019184,92.0,93.76796536796536,0.0307652186647016,-2,9,0.75,0,0,1,1,13,-2,-0.2442028416167386,,0.0069286905455537,0.0129977086839437,0.3072814429034278,0.006134969325153374,0.06748466257668712,0.27607361963190186,0.024539877300613498,0.6257668711656442,0.37423312883435583
2016-07-12,891.61,894.58,881.54,894.09,42632107.0,928638000000.0,27.76730161500415,18.60019359551277,19.665349876071247,94.90759841100112,95.2137297826432,12.03184954976562,8.7401409758626,3.291708573903021,73.07692307692308,90.2881118881119,0.0252750400406668,1,9,0.75,0,0,2,2,14,1,-0.2062531168624298,,-2.969157318246045e-05,0.0117189816379869,0.3249024188795395,0.006134969325153374,0.04294478527607362,0.26993865030674846,0.018404907975460124,0.656441717791411,0.34355828220858897
2016-07-13,898.23,905.82,898.23,900.61,36876999.0,1034095000000.0,28.094777961243924,18.510691136481647,19.729560345268663,95.0009969762406,95.1853654084562,12.24119864351298,9.440352509392676,2.800846134120304,55.55555555555556,84.12649572649573,0.0220852935896568,2,-1,0.75,1,1,0,0,15,2,-0.1830535108074968,,0.0025269701103366,0.0131871049641085,0.3121727821888653,0.006172839506172839,0.04938271604938271,0.2654320987654321,0.018518518518518517,0.5987654320987654,0.4012345679012346
2016-07-14,900.34,906.88,893.53,893.53,30382250.0,677756000000.0,27.93005383493141,18.608578328755097,19.75098770312607,93.00619503357564,94.89480935847212,11.487785511493083,9.84983910981276,1.6379464016803258,17.857142857142858,67.6979242979243,0.0156887142343011,-1,-2,0.7,2,0,0,1,16,-1,-0.1411793283216315,,0.0064549818768034,0.0149501402846523,0.3104223564187289,0.006024096385542169,0.03614457831325301,0.25903614457831325,0.012048192771084338,0.5060240963855421,0.4939759036144578
2016-07-15,893.75,894.21,880.61,886.11,29025400.0,583059000000.0,27.751544434117797,19.096818952651763,19.659768018576813,90.85308304119584,94.35591251616864,9.95149303643228,9.870169895136662,0.0813231412956163,13.79310344827586,50.45654498757948,0.0137391456188587,-2,-3,0.7,0,0,1,2,17,-2,-0.144892172653503,,0.006297062610067,0.0072318365768444,0.3046229335414783,0.0,0.03067484662576687,0.25153374233128833,0.018404907975460124,0.44171779141104295,0.558282208588957
2016-07-18,884.94,897.04,884.65,897.04,28708590.0,449758000000.0,27.72094444956399,18.977817390021695,19.592812865343596,91.1770994948198,93.9320707799888,9.438818085517337,9.783899533212796,-0.3450814476954598,10.0,34.05654498757947,0.0120124253395863,1,1,0.7,1,1,0,0,18,1,-0.1491593814787237,,0.0091323265744808,0.0049218390958542,0.3005478708461378,0.006097560975609756,0.018292682926829267,0.24390243902439024,0.024390243902439025,0.47560975609756095,0.524390243902439
2016-07-19,898.51,900.19,882.2,887.7,31582680.0,569400000000.0,27.622406754068273,18.79468246853808,19.551773616982217,88.29865529141568,93.18094871484573,7.901794155134298,9.407478457597096,-1.5056843024627993,3.225806451612903,20.086321662517435,0.0105278842482193,-1,-1,0.65,2,0,0,1,19,-1,-0.1232062265146096,,0.0184381566702916,0.00591537483966,0.300534907917837,0.0,0.012269938650306749,0.25153374233128833,0.006134969325153374,0.44785276073619634,0.5521472392638037
2016-07-20,886.16,886.16,877.27,876.25,22114740.0,421586000000.0,27.45697630806742,18.965206005771545,19.461824363255605,84.76572071059853,92.05891831427942,5.343787497647097,8.594740265607097,-3.2509527679600003,28.125,14.600210551406326,0.0169035308436333,-2,-2,0.6,0,0,1,2,-1,-2,-0.073355386120568,,0.0156065323763056,0.0041799033985167,0.2911838011039584,0.0,0.049079754601226995,0.26993865030674846,0.006134969325153374,0.50920245398773,0.49079754601226994
2016-07-21,876.25,878.87,868.68,871.01,26179560.0,512939000000.0,27.285045711902715,19.37431016653174,19.28271063833703,83.12652201495679,90.8679321410364,2.5502685699054437,7.385845926466766,-4.8355773565613225,66.66666666666667,24.362115313311087,0.022531133440892,-3,-3,0.55,0,0,2,3,-2,-3,-0.0492241038525838,,0.0018802885748728,0.0067018372667922,0.2955060913159993,0.0,0.037267080745341616,0.2732919254658385,0.012422360248447204,0.4161490683229814,0.5838509316770186
2016-07-22,865.46,865.48,852.14,865.48,26905980.0,515982000000.0,26.94852036206085,20.216430581401333,18.924909955350753,72.17471594971039,88.37550331552627,-0.3701688603783339,5.834642969097747,-6.20481182947608,73.52941176470588,36.30937697659709,0.0247369739473742,-4,-4,0.55,0,0,3,4,-3,1,0.0662538017711054,,0.0242387433113397,0.009818775603836,0.3048961355779713,0.0,0.06134969325153374,0.2822085889570552,0.006134969325153374,0.43558282208588955,0.5644171779141104
2016-07-25,865.48,868.22,862.71,864.16,24166630.0,404585000000.0,27.036527059161852,20.13832522275498,18.617603901180384,62.93638004347124,84.9836202125856,-2.834189943487088,4.100876386580779,-6.935066330067867,82.85714285714286,50.88080554802566,0.0261376830634722,-5,-5,0.55,1,1,0,0,-4,-1,0.0935152453559702,,0.0370956773625155,0.0117158481737517,0.2966901423978463,0.006134969325153374,0.06134969325153374,0.294478527607362,0.006134969325153374,0.48466257668711654,0.5153374233128835
2016-07-26,864.81,867.33,857.55,865.97,32008940.0,458896000000.0,26.83832702190056,20.377474395145544,18.265179774704205,63.16902202019836,82.07500712026732,-4.422056389695927,2.396289831325438,-6.818346221021365,83.33333333333333,66.90231092436974,0.026661744349451,1,-6,0.55,0,0,1,1,-5,1,0.1179293765490329,,0.0428309788123361,0.0127551249763733,0.2905993829507167,0.0,0.075,0.26875,0.0125,0.51875,0.48125
2016-07-27,865.79,872.22,864.55,872.11,33179280.0,469767000000.0,27.06548847499953,20.252084152293634,17.989046273052082,63.99464509275284,79.66429218326539,-4.764914275984328,0.964049009863485,-5.728963285847813,32.432432432432435,67.76379741085624,0.0174632426802317,2,1,0.55,1,1,0,0,-6,2,0.1329071194479288,,0.0501379994403448,0.0155818039816585,0.2921978761911591,0.012345679012345678,0.024691358024691357,0.2654320987654321,0.012345679012345678,0.49382716049382713,0.5061728395061729
2016-07-28,872.27,873.05,866.78,870.8,36622985.0,453389000000.0,26.990984646897697,20.142966833689407,17.741888896844618,63.66672450394629,77.53128315935618,-4.742477056026523,-0.1772562033145166,-4.565220852712006,0.0,54.4304640775229,0.0092594190128062,-1,2,0.5,2,2,0,0,-7,-1,0.124936076284458,,0.0524517529821477,0.0149112160285128,0.2920279429713435,0.012345679012345678,0.024691358024691357,0.2962962962962963,0.006172839506172839,0.5123456790123457,0.4876543209876543
